mile,bank,name,section,features
25.0,LBD,"Brown’s Chute (Top End) Even at low water strong flow is encountered as the river rolls past Brooks Point and into the...",stlouis-to-caruthersville,island|confluence|dike
24.5,RBD,"Buffalo Island In medium high water levels paddlers can jump behind Buffalo Island for temporary respite from the...",stlouis-to-caruthersville,island
21.0,LBD,"Brown’s Bar/ Dogtooth Island Brown’s Bar ranks amongst the best island picnicking and camping on the Middle Miss, along...",stlouis-to-caruthersville,camping|island
21.0,LBD,"to 20",stlouis-to-caruthersville,access_point|island
20.0,LBD,"Dogtooth Bar If you are watching your compass as you round Brown’s Bar you will be surprised to see that the next ten...",stlouis-to-caruthersville,island
18.0,RBD,"and enjoy a short back channel chute through thick willow forests",stlouis-to-caruthersville,access_point|island
17.0,RBD,"Thompson Towhead There never seem to be good landings along the steep muddy rip-rap banks right bank descending from...",stlouis-to-caruthersville,access_point|island|dike
16.8,LBD,"Scudder Bar Steep Sandbar below high bank in dismal location at the edge of extensive fields",stlouis-to-caruthersville,camping|hazard|island|lock_dam|dike
13.5,RBD,"Island No",stlouis-to-caruthersville,hazard|island|lock_dam|dike
13.0,LBD,"Cache River Diversion Canal The Cache River used to enter the Ohio River in between Mounds City and Urbandale, both...",stlouis-to-caruthersville,confluence
13.0,,"LBD Cache River Diversion Canal The Cache River used to enter the Ohio River in b",stlouis-to-caruthersville,confluence
11.8,RBD,"Island No",stlouis-to-caruthersville,camping|hazard|island|lock_dam
7.7,LBD,"Boston Bar Boston Bar hugs the left bank descending and creates a moody scene, partly due to the massive piles of...",stlouis-to-caruthersville,camping|island
7.7,LBD,"Boston Chute You can enjoy a three mile passage through the bottomland forests lining Boston Chute, but be wary of a...",stlouis-to-caruthersville,hazard|bridge|island|dike
3.0,RBD,"Missouri River Columbia Bottom Boat Ramp is a good quality, low angle concrete boat ramp dropping into the muddy...",stlouis-to-caruthersville,access_point|camping|confluence
1.8,LBD,"Angelo Towhead Angelo Towhead is the last island on the Middle Miss, and makes for excellent picnicking or camping, and...",stlouis-to-caruthersville,camping|hazard|bridge|island|dike
1.8,LBD,"Angelo Chute WARNNG: 3-foot drop over rock dike at 24CGG",stlouis-to-caruthersville,camping|island|dike
0.8,LBD,"Fort Defiance The Mississippi and Ohio Rivers confluence around Fort Defiance",stlouis-to-caruthersville,camping|island|confluence
0.5,LBD,"of the Missouri River) Welcome to the confluence",stlouis-to-caruthersville,access_point|confluence|dike
0.5,LBD,"of the Missouri River) There is a small park heralding the confluence at Mile 0 Missouri River/Mile 195",stlouis-to-caruthersville,access_point|camping|confluence
0.5,RBD,"of the Missouri River) The Confluence Overlook right bank descending at Columbia Bottoms State Conservation Area looks...",stlouis-to-caruthersville,access_point|confluence|dike
850.0,LBD,"- 737 Options For Paddlers in the Caruthersville Stretch Caruthersville Area River Routes Caruthersville is located...",caruthersville-to-memphis,
850.0,RBD,"Take-Out: Linwood Bend Boat Ramp LBD 840 Paddling time: 2-5 hours (depending on stops and route taken",caruthersville-to-memphis,access_point|harbor
849.0,RBD,"Mouth of the Caruthersville Harbor There is a primitive landing RBD over rip-rap at mouth of harbor that is often...",caruthersville-to-memphis,access_point|hazard|confluence|dike|harbor
849.0,,"RBD Mouth of the Caruthersville Harbor There is a primitive landing RBD over rip-",caruthersville-to-memphis,access_point|confluence|dike|harbor
848.0,RBD,"Trinity Barge Fabrication Plant After leaving the Caruthersville Harbor the downstream canoeist, kayaker or surfer...",caruthersville-to-memphis,access_point|camping|harbor
847.0,RBD,"Blaker Towhead Long distance paddlers needing a resupply stay bank right for optimal access for the landing in downtown...",caruthersville-to-memphis,access_point|island|supply
846.5,,"Caruthersville Originally settled in",caruthersville-to-memphis,town
846.0,RBD,"Isle of Capri Lady Luck Casino and Casino Inn & Suites The adventurer in need of hotel room and a hot shower can find...",caruthersville-to-memphis,access_point
842.0,LBD,"that sometimes create a lively whitewater feature with a foaming 3-4 foot drop and standing waves",caruthersville-to-memphis,hazard|island|confluence|dike
840.0,LBD,"Paddling time: 2-5 hours (depending on stops and route taken",caruthersville-to-memphis,access_point|harbor
840.0,LBD,"(Linwood Bend Boat Ramp) ease your way mid-channel as soon as you see the bridge and make your crossing in between...",caruthersville-to-memphis,access_point|bridge|island
839.0,,"Caruthersville Bridge The Caruthersville Bridge is the first span found on the Lo",caruthersville-to-memphis,bridge|confluence
819.3,LBD,"(which would make an interesting sidetrip for paddlers wanting to view turtles, waterfowl and other local wildlife) and...",caruthersville-to-memphis,access_point|confluence
819.3,LBD,"Mouth of the Obion River The Obion is the biggest Mississippi River tributary in Northwestern Tennessee, but...",caruthersville-to-memphis,access_point|confluence|harbor
817.7,LBD,"Tamm’s Landing and Ed Jones Boat Ramp The Ed Jones is an excellent ramp built at downstream angle over rip-rap",caruthersville-to-memphis,access_point|camping|confluence|dike
814.0,LBD,"Nebraska Landing During the 2011 flood the waters surging around Wrights Point tried to bust a new channel open for the...",caruthersville-to-memphis,access_point|island
797.0,LBD,"Shoaf Landing Primitive Gravel/Sand/Mud Landing at the mouth of the Lower Forked Deer",caruthersville-to-memphis,access_point|confluence|dike
797.0,LBD,"Lower Forked Deer River For an close-up view of the woods, wildlife, and agricultural fields of Western Tennessee...",caruthersville-to-memphis,
796.0,LBD,"Ashport-Keyes Boat Ramp Well built concrete ramp good at all water levels and year-round access from paved road...",caruthersville-to-memphis,access_point|hazard|island
792.0,LBD,"and hug the left bank all of the way around never-ending Plum Point and then behind Driver Island for a return to Main...",caruthersville-to-memphis,island
785.0,RBD,"and paddle back upstream a little over a mile to locate Jacksonville Landing",caruthersville-to-memphis,access_point|island|harbor
785.0,RBD,"Osceola Arkansas If you stay main channel watch for anchored tows as you come around Plum Point",caruthersville-to-memphis,island|harbor
783.5,RBD,"Sans Souci Boat Ramp Excellent Boat Ramp with ample parking on either side",caruthersville-to-memphis,access_point|camping
782.0,LBD,"Driver Island Small forested island with substantial bar at low water, ideal picnicking and camping around 20-25 CuG,...",caruthersville-to-memphis,access_point|camping|island|confluence|dike
779.8,LBD,"Old Mouth of the Forked Deer Oftentimes a rough landing (ragged revetment at medium and low waters, driftwood piles at...",caruthersville-to-memphis,access_point|camping|island|confluence|dike
779.0,RBD,"(opposite the Old Channel of the Forked Deer) you will be rewarded with one of the most arresting views along the Lower...",caruthersville-to-memphis,
773.5,LBD,"Mouth of the Hatchie River The Hatchie River is the biggest volume river of all West Tennessee tributaries, partly due...",caruthersville-to-memphis,confluence
773.5,LBD,"Lower Hatchie National Wildlife Refuge Lower Hatchie NWR sits along the lower 17 miles of the Hatchie River in western...",caruthersville-to-memphis,
771.0,LBD,"Randolph Landing Directly behind Angelo Towhead is the tiny bluff town of Randolph, which features a bar, a church, and...",caruthersville-to-memphis,access_point|town|island|harbor|supply
768.9,LBD,"Richardon’s Landing All that remains of Richardon’s Landing is a deep inlet full of powerful boils and eddies and the...",caruthersville-to-memphis,access_point|confluence
768.0,LBD,"Randolph’s Landing/Duvall’s Boat Ramp Wide concrete ramp with huge parking lot, set perpendicular to river over the...",caruthersville-to-memphis,access_point|camping|hazard|island|dike
767.6,RBD,"Exit Behind Dean Island RBD 761",caruthersville-to-memphis,island
767.0,RBD,"Island 35 Boat Ramp Abandoned ramp",caruthersville-to-memphis,access_point|island|dike
757.8,RBD,"and jump into the first opening you see behind the first island",caruthersville-to-memphis,island
756.2,RBD,"which in recent years has become overgrown with clumps of poison ivy (but still affords limited campsites), and might...",caruthersville-to-memphis,camping|island|harbor
752.7,LBD,"Shelby Forest Boat Ramp Concrete revetment ramp that bottoms out in layers of thick mud at low water (but fortunately...",caruthersville-to-memphis,access_point|camping|island|dike
746.0,LBD,"and topsides Middle Hickman LBD 745",caruthersville-to-memphis,camping|island
746.0,LBD,"Upper Hickman Completely under at flood stage, as the water drops a beautiful mid-island sandbar opens up and grows in...",caruthersville-to-memphis,access_point|island
745.0,LBD,"Middle Hickman Top end of Middle Hickman boasts the tallest sandy/grassy island in the area",caruthersville-to-memphis,access_point|island
744.0,LBD,"Lower Hickman Lower Hickman is a tangle of flood-ravaged trees and medium high forest bottoms with a few tall trees...",caruthersville-to-memphis,
743.0,LBD,"Below Lower Hickman There is a large bluff of sand on a small island just below the lower dikes of Lower Hickman (near...",caruthersville-to-memphis,camping|island|dike
740.6,LBD,"Loosahatchie River The mouth of the Loosahatchie is a seldom visited place by canoeists or kayakers, partially because...",caruthersville-to-memphis,hazard|confluence|dike|harbor
740.6,LBD,"Wolf River Known as Riviere du Loup amongst French explorers the 105-mile long Wolf River is the last of the Tennessee...",caruthersville-to-memphis,confluence|harbor
739.0,LBD,"If you’ve stayed main channel below Hickman, the obvious route is a simple southerly run into the city",caruthersville-to-memphis,bridge|island
738.5,LBD,"is probably the easiest location, but not the most romantic",caruthersville-to-memphis,access_point|bridge|island|harbor
738.4,LBD,"Mud Island Upper Boat Ramp Concrete boat ramp bottoms out around -0-MG",caruthersville-to-memphis,access_point|bridge|island|harbor
736.0,LBD,"4th Chickasaw Bluff: Memphis If you started at Osceola or above, you have seen all of the four Chickasaw Bluffs, and...",caruthersville-to-memphis,
736.0,LBD,"Memphis Mud Island Harbor https://maps",caruthersville-to-memphis,access_point|hazard|island|harbor
736.0,LBD,"Memphis, Tennessee, Mud Island Harbor",memphis-to-helena,island|harbor
734.7,,"The Harahan Bridge This is the only railroad bridge between St",memphis-to-helena,bridge|island
733.0,,"President's Island Boiling out Memphis and riding the fast water of the main chan",memphis-to-helena,island
732.0,LBD,"Hole in the Wall #2 As you’re paddling downstream look for a gaping opening in the rip-rap LBD which you can paddle...",memphis-to-helena,dike
727.3,RBD,"The Wreck of the Raft The Lower Mississippi is a 1,000 mile long graveyard of wrecked vessels and broken hearts",memphis-to-helena,
725.5,LBD,"Entrance to McKellar Lake Watch for towboat traffic coming in and out of McKellar Lake Memphis Industrial Harbor, as...",memphis-to-helena,island|dike|harbor
720.0,,"Josie Harry Bar The Josie Harry Steamboat sank in",memphis-to-helena,island|dike
715.0,LBD,"during low water levels below 15 Memphis Gauge, but wide open and exposed",memphis-to-helena,camping|island|dike
710.8,LBD,"Starr Landing Concrete ramp descending to river over rip rap",memphis-to-helena,access_point|hazard|bridge|island|dike
701.0,,"Gold Strike Casino The highest building in the State of Mississippi is the",memphis-to-helena,
700.0,,"Basket Bar This long series of luxurious sandbars are full of birds and thick wit",memphis-to-helena,island
699.5,LBD,"Wide well maintained boat ramp",memphis-to-helena,access_point|camping|island
693.8,RBD,"Just below the Basket Bar light you can duck into a steep-walled ravine leading to Lost Lake",memphis-to-helena,island
692.5,RBD,"Peter's Boat Ramp Narrow rugged revetment ramp laid over the rip rap",memphis-to-helena,access_point|dike|supply
690.0,,"Rabbit Island Great camping at all but the highest water levels",memphis-to-helena,camping|island
679.0,RBD,"Walnut Bend Boat Ramp (AKA Battle Axe Boat Ramp) A functional but primitive boat ramp located in a strategic place...",memphis-to-helena,access_point|dike
677.4,LBD,"The Tunica Runout is a dynamic three-and-a-half mile long passage connecting the big river and the giant oxbow Tunica...",memphis-to-helena,island|confluence
677.4,LBD,"(Pass into Tunica Lake) The Tunica Runout slices a two hundred yard wide meandering canyon three-and-a-half miles...",memphis-to-helena,
672.0,RBD,"Mouth of the St",memphis-to-helena,island|confluence
672.0,RBD,"Mile 1 St",memphis-to-helena,island|confluence|dike
671.0,LBD,"Mile 2 Helena Islands 671-669 LBD Mile 3 The Fawns (Prairie Point Dikes) 669-668 RBD Mile 4 Flower Lake Dikes 669-667...",memphis-to-helena,island|confluence|dike|harbor
669.0,LBD,"Flower Lake Dikes Above 20HG (medium water) you can paddle behind several narrow islands found on the Mississippi...",memphis-to-helena,dike
669.0,,"LBD Flower Lake Dikes Above",memphis-to-helena,dike
665.5,LBD,"Trotter’s Pass A beautiful side trip into a primeval world where you can paddle as far as you feel comfortable doing so",memphis-to-helena,island
665.5,,"LBD Trotter",memphis-to-helena,
664.0,RBD,"Mile 9 Helena Harbor 663 St",memphis-to-helena,island|dike|harbor
663.0,RBD,"Leaving Helena Harbor Leaving the Helena Harbor and heading downstream: As you push from the Helena Harbor and paddle...",memphis-to-helena,bridge|harbor
663.0,RBD,"for final approach into the harbor",memphis-to-helena,bridge|harbor
663.0,RBD,"Helena Harbor Paddler’s Note: the most prominent landmark in the Helena area is the Helena Bridge, but don’t go there...",memphis-to-helena,access_point|bridge|island|confluence|harbor
663.0,RBD,"Helena-West Helena Mark Twain said that Helena occupies “the prettiest situations on the Mississippi River…” Twain...",memphis-to-helena,camping|town
661.6,,"Helena Bridge",memphis-to-helena,bridge
659.4,RBD,"will be your final industrial hazard until you reach Friars Point",memphis-to-helena,hazard|bridge|harbor
657.0,LBD,"Yazoo Pass You will travel near the historic opening of Yazoo Pass as you paddle around Montezuma Bend starting near...",memphis-to-helena,
656.0,LBD,"East Montezuma Bar A shaggy mile-long Island with a large back channel that can be run above 20HG",memphis-to-helena,hazard|bridge|island|dike|supply
654.7,LBD,"Montezuma Landing Possible shuttle access to Clarksdale via Highway 1 and the Friars Point Road (17",memphis-to-helena,access_point|supply
654.7,,"LBD Montezuma Landing Possible shuttle access to Clarksdale via Highway",memphis-to-helena,access_point|supply
652.5,LBD,"Friars Point Landing (unimproved) Several hundred yards below the McAlister Grain/Mississippi Limestone complex (you...",memphis-to-helena,access_point|camping|supply
652.0,LBD,"Friars Point Friars Point was once the major population center and seat of Coahoma County",memphis-to-helena,access_point|town
8.0,LBD,"Bottom of Buck Island 664 RBD Mile 9 Helena Harbor 663 St",memphis-to-helena,island|dike|harbor
3.0,RBD,"miles up St",memphis-to-helena,access_point|confluence
2.0,LBD,"Helena Islands 671-669 LBD Mile 3 The Fawns (Prairie Point Dikes) 669-668 RBD Mile 4 Flower Lake Dikes 669-667 LBD Mile...",memphis-to-helena,island|confluence|dike|harbor
1.0,RBD,"St",memphis-to-helena,island|confluence|dike
670.0,LBD,"St",helena-to-greenville,dike
669.0,LBD,"Flower Lake Dikes Above 20HG (medium water) you can paddle behind several narrow islands found on the Mississippi...",helena-to-greenville,dike
668.0,RBD,"(a view of) Crowley's Ridge As you are approaching the top end of Buck Island you will be welcomed to the area with a...",helena-to-greenville,access_point|camping|island|harbor
665.5,LBD,"Trotter's Pass A beautiful side trip into a primeval world where you can paddle as far as you feel comfortable doing so",helena-to-greenville,island
665.5,,"LBD Trotter's Pass A beautiful side trip into a primeval world where you can padd",helena-to-greenville,
663.0,LBD,"Leaving Helena Harbor Leaving the Helena Harbor and heading downstream: As you push from the Helena Harbor and paddle...",helena-to-greenville,bridge|harbor
663.0,,"LBD Leaving Helena Harbor Leaving the Helena Harbor and heading downstream",helena-to-greenville,bridge|harbor
663.0,RBD,"Helena Harbor [CLICK HERE: Map of the Helena Harbor] Paddler's Note: the most prominent landmark in the Helena area is...",helena-to-greenville,access_point|bridge|island|harbor
663.0,RBD,"HELENA-WEST HELENA [CLICK HERE: Map of the Helena] Mark Twain said that Helena occupies the prettiest situations on the...",helena-to-greenville,town
663.0,,"RBD HELENA-WEST HELENA",helena-to-greenville,town
661.6,,"HELENA BRIDGE",helena-to-greenville,bridge
659.4,RBD,"will be your final industrial hazard until you reach Friars Point",helena-to-greenville,hazard|bridge|harbor
657.0,LBD,"Yazoo Pass You will travel near the historic opening of Yazoo Pass as you paddle around Montezuma Bend starting near...",helena-to-greenville,
656.0,LBD,"East Montezuma Bar A shaggy mile-long Island with a large back channel that can be run above 20HG",helena-to-greenville,hazard|bridge|island|dike
654.7,LBD,"Montezuma Landing Possible shuttle access to Clarksdale via Highway 1 and the Friars Point Road (17",helena-to-greenville,access_point|supply
652.5,LBD,"Friars Point Landing (unimproved) Several hundred yards below the McAlister Grain/Mississippi Limestone complex (you...",helena-to-greenville,access_point|camping|supply
652.2,RBD,"Kangaroo Point Contrary to common river-sense, the river speed noticeably quickens during low water as it approaches...",helena-to-greenville,
652.0,LBD,"Friars Point [CLICK HERE: Map of River Access Close to Friar's Point] Friars Point was once the major population center...",helena-to-greenville,access_point|town
648.0,LBD,"Horseshoe The main channel gets shoved off of Kangaroo Point towards Horseshoe with a giant powerful eddy forming below...",helena-to-greenville,
646.0,RBD,"- 649 Dewberry Island 61 A highland of mixed willow/cottonwood/mulberry forest at mile 646, giant sandbars upstream at...",helena-to-greenville,camping|island
640.5,LBD,"- 637 Island 63 Private Hunting Camp Island",helena-to-greenville,access_point|camping|island
640.5,LBD,"Entrance to top end of Island 63 Chute Great back channel to explore",helena-to-greenville,access_point|camping|island|dike
637.5,LBD,"Entrance into bottom end of Island 63 Chute You can reach Quapaw Landing at all water levels by floating to the bottom...",helena-to-greenville,access_point|hazard|island|dike
637.5,LBD,"Island 63 Chute Mark Twain relates an amusing tale set in this channel in his 1883 Life on the Mississippi concerning...",helena-to-greenville,island|confluence
637.0,LBD,"(Back Channel Island 63) Quapaw Landing N34",helena-to-greenville,access_point|island
636.0,LBD,"Burke's Point Continuing downstream the force of the entire river is propelled outwards and piles against the left bank...",helena-to-greenville,access_point|camping|bridge|island
636.0,LBD,"and spreads outwards towards Fair Landing at RBD 632",helena-to-greenville,access_point|island
634.0,RBD,"Modoc Old River Lake At the outside edge of the very NW crook of the elbow bend Fair Landing is found a narrow...",helena-to-greenville,access_point
632.5,RBD,"Fair Landing N34",helena-to-greenville,access_point
632.0,LBD,"Robson Towhead Gravel Bar top end at lowest water levels, possible fossil finding",helena-to-greenville,access_point|island
625.6,RBD,"Mouth of Mellwood Lake [CLICK HERE: Map of Island 64, Mellwood Lake, DeSoto Lake] Deep muddy slot (at low water)...",helena-to-greenville,camping|island|confluence
624.5,LBD,"Mouth of DeSoto Lake [CLICK HERE: Map of Island 64, Mellwood Lake, DeSoto Lake] Similar to the mouth of Mellwood Lake...",helena-to-greenville,access_point|island|confluence|dike
620.8,RBD,"Mouth of the Chute of Island 68 Island 68 is completely enveloped by the forests surrounding Jug Harris, but its mouth...",helena-to-greenville,camping|island|confluence|dike
619.6,RBD,"Wood Cottage Paddler's Note: One of the biggest and most powerful eddies on the Lower Mississippi RBD",helena-to-greenville,
616.0,RBD,"Knowlton Crevasse The Mississippi River broke the levee here on the Arkansas side in 1912 and then again during the...",helena-to-greenville,access_point|dike
615.5,RBD,"Island 69 Old Back Channel Opens up around HG 18, strong flow at 25, forests flood out at 35",helena-to-greenville,access_point|island
610.0,LBD,"Hurricane Point (Dennis Landing) Steep Concrete Boat Ramp dropping precipitously into an agitated edge of a big eddy,...",helena-to-greenville,access_point|camping
605.0,LBD,"- 610 Island 70 Following the main channel of the river past Hurricane Point/Dennis Landing you will be thrust out mid...",helena-to-greenville,access_point|island|dike
601.5,LBD,"- 598 Smith Point Sandbar Smith Point Sandbar is high enough and large enough paddlers will discover it to be the best...",helena-to-greenville,camping|island
601.5,RBD,"roll around the big eddy below and then curve further inwards and than hard paddle all the way back to shore LBD and...",helena-to-greenville,dike
600.5,LBD,"Exit: LBD 598 Secret Channel behind Smith Point Sandbar When the river rises above 37HG an incredibly beautiful and...",helena-to-greenville,island
599.0,RBD,"Mouth of the White River Like most Mississippi River tributaries and passes, the mouth of the White River angles...",helena-to-greenville,confluence
597.5,RBD,"- 580 Big Island The Mississippi runs along the Eastern edge of Big Island all of the way from the mouth of the White...",helena-to-greenville,town|island|confluence
597.5,RBD,"Exit: LBD 591 The Old Channel of the White River Note: I have created a google map at the above below to view and use...",helena-to-greenville,access_point
592.1,LBD,"Terrene Landing After making your crossing around Victoria Bend choose a line of travel down the Mississippi shore LBD",helena-to-greenville,access_point|hazard|bridge|lock_dam|dike
591.0,LBD,"- 587 Great River Road State Park (Note: closed since the 2011 Flood, but supposed to reopen in 2012)",helena-to-greenville,access_point|confluence
590.0,RBD,"on Big Island that has been active for at least the last twenty years that I have been paddling the area (since 1991)",helena-to-greenville,camping|island
587.0,LBD,"to 584",helena-to-greenville,camping|island|dike
584.5,LBD,"which involves a two-mile paddle up the slackwater harbor and then a two-mile walk into town",helena-to-greenville,harbor|supply
584.5,LBD,"Mouth of the Rosedale Harbor The best boat ramp in the area is found two miles up the Rosedale Harbor",helena-to-greenville,access_point|town|island|confluence|harbor
580.0,RBD,"Arkansas River The 1475 mile long Arkansas River drains all of the Great Plains from Kansas down to the Texas...",helena-to-greenville,confluence
578.4,RBD,"Napoleon Light In his rambling Life on the Mississippi Mark Twain digresses through several chapters with a drawn-out...",helena-to-greenville,confluence
575.8,RBD,"Caulk Eddy Tall sandy bluff of a sandbar thrown high against Arkansas shore less than one mile below the Caulk Light 576",helena-to-greenville,access_point|camping|hazard|island
574.5,LBD,"Mouth of Lake Whittington A classic river pass, which way the water is going will demonstrate whether the river is...",helena-to-greenville,access_point|island|confluence
568.0,RBD,"Chicot Landing Note: Boat ramp not marked on the US Army Corps 2007 maps",helena-to-greenville,access_point
561.7,LBD,"Easton Landing -- Mounds Boat Ramp On the outside perimeter of Choctaw Island is found Easton Landing, a steep &...",helena-to-greenville,access_point|camping|island|dike
560.5,LBD,"Mounds Landing In the Great Flood of 1927 a one-mile section of the Mississippi levee collapsed and was pushed aside by...",helena-to-greenville,access_point|bridge|island|harbor
544.0,RBD,"in Yellow Bend)",helena-to-greenville,
531.5,RBD,"which is located within a small cut-out eddy a couple hundred yards upstream of the old Highway 82 Bridge",helena-to-greenville,access_point|hazard|bridge
2.0,LBD,"below the first big bend, another one a mile so below it also mile 3 LBD, the third and most predictable is located at...",helena-to-greenville,island
736.0,LBD,"Memphis, Tennessee, Mud Island Harbor",greenville-to-vicksburg,island|harbor
537.0,LBD,"Warfield Point Park Ideally situated along the main channel of the big river, Warfield Point Park is easily accessed...",greenville-to-vicksburg,access_point|confluence|dike|harbor
537.0,LBD,"Old Warfield Point Boat Ramp As stated above, the old Warfield Point Boat Ramp is located within the forests along the...",greenville-to-vicksburg,access_point|harbor|supply
537.0,LBD,"New Warfield Point Boat Ramp A new public boat ramp was completed in 2013 at Warfield Point near observation tower,...",greenville-to-vicksburg,access_point|harbor
531.5,RBD,"Sunnyside Landing Sunnyside is a public boat ramp built from broken concrete and tattered revetment which drops into...",greenville-to-vicksburg,access_point|dike
525.0,LBD,"American Cutoff/Lake Lee Viewed from the sky American Bar has the shape of a mallard’s head with the beak pointing...",greenville-to-vicksburg,bridge|island
525.0,RBD,"above the first of the Walnut Point Dikes",greenville-to-vicksburg,dike
513.0,RBD,"inhabiting what remains of the Old Matthews Bend, with a public boat launch one mile off the main channel",greenville-to-vicksburg,access_point
512.0,RBD,"(and up back channel) Grand Lake landing Boat Ramp Narrow public boat ramp laid over the muddy bank bottoms of Grand...",greenville-to-vicksburg,access_point|island
503.5,RBD,"Bunch's Cut-Off Bunches and Old River (see below) are two oxbow lakes that curve outwards right bank descending into...",greenville-to-vicksburg,
503.5,RBD,"through a stand of willow trees",greenville-to-vicksburg,access_point|confluence
503.0,RBD,"Two and a half mile paddle from Old River Boat Launch to main channel of the Mississippi River",greenville-to-vicksburg,access_point|confluence
503.0,RBD,"Chute of Old River Lake After passing Bunch’s Cut-Off another opening reveals itself RBD a half-mile downstream: the...",greenville-to-vicksburg,access_point
496.0,LBD,"Tennis Court Landing Paddlers will find Mayersville to be a suitable put-in or take-out with a few precautions",greenville-to-vicksburg,access_point|island
496.0,LBD,"There are two ramps are located here",greenville-to-vicksburg,access_point|island
491.0,LBD,"or 492",greenville-to-vicksburg,island|harbor
466.9,RBD,"and Dogtail Landing (RBD 466",greenville-to-vicksburg,access_point|hazard|island|dike
461.0,LBD,"The Mouth of Chotard Lake/Terrapin Neck Cutoff opens up to paddlers in low water around 16 VG, maybe a little lower,...",greenville-to-vicksburg,access_point|confluence
461.0,LBD,"Chotard Lake Terrapin Neck Cutoff For a spectacular glimpse into the hidden jungle you’ve been paddling through (but...",greenville-to-vicksburg,
459.0,LBD,"2010 F-4 Tallulah - Yazoo Tornado As you paddle along past the bottom of Willow Island you will notice a large swath of...",greenville-to-vicksburg,access_point|island
458.8,LBD,"Eagle Lake Pass At the South end of the tornado cut and several miles downstream of Chotard/Terrapin Cut-Off is the...",greenville-to-vicksburg,confluence|lock_dam
458.8,LBD,"At low water this is nothing more than a ditch through the scraggly tornado ravaged woods",greenville-to-vicksburg,access_point|lock_dam|supply
458.0,LBD,"Tara Landing Every year at the end of August thousands and sometimes tens of thousands of waders including anhingas,...",greenville-to-vicksburg,access_point
457.0,RBD,"Madison Parish Port and Public Boat Launch Primitive launch point",greenville-to-vicksburg,access_point|camping|dike|harbor
457.0,RBD,"Primitive launch point",greenville-to-vicksburg,access_point|camping|dike|harbor
455.0,LBD,"above 25VG, but you might want to camp elsewhere",greenville-to-vicksburg,camping|island|harbor|supply
455.0,LBD,"with possible low or medium water camping, but you might want to camp elsewhere",greenville-to-vicksburg,camping|island|harbor
446.5,LBD,"Paw Paw Chute Paw Paw Chute provides a spectacular tour of the primeval Delta bottomlands found just over the big trees...",greenville-to-vicksburg,island
446.5,LBD,"and follow gentle bend five miles upstream as far as you feel like going",greenville-to-vicksburg,
442.1,RBD,"the canoeist or kayaker will see a three-mile long island, the last island above Vicksburg",greenville-to-vicksburg,camping|island
438.0,RBD,"King’s Point/Secret Entrance into Lake Centennia If the river is flowing bank full above 35 on the Vicksburg Gauge, you...",greenville-to-vicksburg,confluence
437.7,LBD,"Mouth of the Yazoo River Red channel marker LBD 437",greenville-to-vicksburg,access_point|hazard|confluence
437.7,LBD,"Mouth of the Yazoo River For your final approach into Vicksburg stay with the flow left bank descending and look for...",greenville-to-vicksburg,access_point|hazard|confluence
437.3,LBD,"and paddle one mile up the Yazoo to reach the public boat launch at the foot of Clay Street",greenville-to-vicksburg,access_point|confluence|supply
437.3,LBD,"planted squarely at the confluence like a conquistador’s cross",greenville-to-vicksburg,confluence|supply
15.0,,"VG - rocks still exposed on all dikes",greenville-to-vicksburg,dike
736.0,LBD,"Memphis, Tennessee, Mud Island Harbor",vicksburg-to-baton-rouge,island|harbor
437.0,RBD,"Delta Point Opposite the mouth of the Yazoo River and downstream a half mile is an elegant sandbar with a spectacular...",vicksburg-to-baton-rouge,hazard|bridge|island|confluence
437.0,,"Centennial Cutoff In the high water of",vicksburg-to-baton-rouge,
436.5,RBD,"City of Vicksburg Riverfront Park Another possible landing for paddlers needing resupply in Vicksburg in low or medium...",vicksburg-to-baton-rouge,access_point|town|supply
436.0,LBD,"(these emerge around 30VG) and a second expression below the bridge at 435 LBD (emerge around 20VG)",vicksburg-to-baton-rouge,camping|bridge|confluence
435.0,LBD,"Walnut Hills (Mississippi Loess Bluff #1) The river dives to over 200 feet as it comes around Delta Point through...",vicksburg-to-baton-rouge,town|supply
434.5,LBD,"Ergon General Store (Tow Boat Supply) Watch for workboats and resupply vessels running in and out of Ergon General...",vicksburg-to-baton-rouge,harbor|supply
433.2,LBD,"Baxter Wilson Steam Plant Several miles downstream of the bridge the Vicksburg Power Plant rises monolithically and...",vicksburg-to-baton-rouge,bridge
433.2,,"LBD Baxter Wilson Steam Plant Several miles downstream of the bridge the Vicksbur",vicksburg-to-baton-rouge,bridge
430.1,RBD,"can be dangerous",vicksburg-to-baton-rouge,hazard|island|dike
429.5,RBD,"(marked by an equally large white cross erected in front)",vicksburg-to-baton-rouge,camping|hazard
427.5,RBD,"Steep bank with a nice collection of driftwood and a giant eddy pool below us",vicksburg-to-baton-rouge,access_point|island|dike
427.3,RBD,"Reid Bedford Point Sandy bluff thrown against the right bank in dramatic cut-out below Reid Bedford Point",vicksburg-to-baton-rouge,camping
427.0,RBD,"Reid Bedford Bend A series of small sandbars are found along the main channel side of Reid Bedford Bend, making good...",vicksburg-to-baton-rouge,hazard|island
426.5,LBD,"Hennessey's Bayou For close-up viewing of birds, amphibians, mammals, trees and flowers, paddlers can make a short...",vicksburg-to-baton-rouge,access_point|camping|island|confluence
