mile,bank,name,section,features
185.0,LBD,"- Geismar Once surrounded by agriculture fields, the predominantly African-American community of Geismar in Ascension...",birdsfoot-delta,town
184.6,LBD,"- Rubicon and Lion Copolymer The Rubicon plant in Geismar produces Methylene Diphenyl Isocyanate (MDI), Maleic...",birdsfoot-delta,
183.2,LBD,"- Shell Chemical and OxyChem Shell Chemical produces industrial chemicals such as alpha olefins, detergent alcohols,...",birdsfoot-delta,
182.0,LBD,"- Old Inger Oil Refinery Superfund Site The Old Inger site was a former oil refinery and waste oil reclamation facility...",birdsfoot-delta,
173.5,RBD,"- CF Industries CF Industries sprawling 1,400 acre Nitrogen Complex is touted as the largest nitrogen operation in...",birdsfoot-delta,
170.0,LBD,"- Burnside Terminal and Burnside Alumina Refinery Impala Warehousing’s Burnside Terminal is the most recently...",birdsfoot-delta,
169.2,LBD,"- Chemours Formerly E I DuPont De Nemours, the Chemours facility was originally built in 1968 and regenerates spent...",birdsfoot-delta,
168.3,LBD,"- Motiva Convent Refinery Motiva Convent Refinery is a 50/50 joint venture between affiliates of Shell Oil Company and...",birdsfoot-delta,
167.0,RBD,"- Mosaic Faustina and American Styrenics The Mosaic Company’s Faustina plant sits on a 2,850-acre site and was owned by...",birdsfoot-delta,dike
163.8,LBD,"- Zen-Noh Grain ZEN-NOH (",birdsfoot-delta,
163.0,LBD,"- Nucor Steel Nucor Steel, today the largest producer of steel in the United States, recently built this direct reduced...",birdsfoot-delta,
161.5,LBD,"- Occidental Chemical Convent This Occidental Chemical (Oxy) plant produces Chlorine, Sodium Hydroxide, Potassium...",birdsfoot-delta,
160.7,RBD,"thru 158 RBD - St James Petroleum Terminals It’s difficult to see it from a canoe or kayak but for almost 3 miles along...",birdsfoot-delta,supply
160.0,RBD,"- Chatman Town & 159",birdsfoot-delta,
150.4,LBD,"- ADM Growmark St",birdsfoot-delta,
146.2,LBD,"- Louisiana Sugar Refining (LSR) Founded in 1895 by a group of financiers from Gramercy Park, New York on a site called...",birdsfoot-delta,supply
145.6,LBD,"- Rain CII Gramercy Calciner Commissioned in 1972 by Kaiser Aluminum; the plant was built to calcine (heat in rotary...",birdsfoot-delta,supply
145.4,LBD,"- Noranda Alumina Gramercy The orange facility just downriver from Rain CII is the Noranda Alumina refinery",birdsfoot-delta,
143.6,LBD,"- Nalco Garyville and Evonik Stockhausen Nalco first opened a production facility in Garyville in 1970",birdsfoot-delta,
141.25,LBD,"- Garyville & 139",birdsfoot-delta,
140.5,LBD,"- Marathon Garyville Refinery, Pinnacle Polymers, and Air products and Chemicals Construction began in 1973 by ECOL, Ltd",birdsfoot-delta,
139.4,LBD,"- Cargill Cargill’s Terre Haute grain terminal is located just downriver from Marathon",birdsfoot-delta,harbor
139.2,LBD,"- ADM Growmark ADM Growmark has a grain terminal just downriver from Cargill 138",birdsfoot-delta,harbor
135.7,LBD,"- DuPont Pontchartrain Works This DuPont Pontchartrain Works contains two plants, one that makes neoprene rubber, the...",birdsfoot-delta,harbor
132.4,LBD,"- ArcelorMittal (Bayou Steel) ArcelorMittal, formerly Bayou Steel, produces steel materials including billets, equal...",birdsfoot-delta,confluence
129.8,RBD,"- Waterford 1 & 2 Energy owns two small natural gas fired power plants here, just upriver from Waterford 3",birdsfoot-delta,
129.5,RBD,"- Waterford 3 Owned by Entergy, the Waterford 3 nuclear power plant has one Combustion Engineering two-loop pressurized...",birdsfoot-delta,
129.4,LBD,"- Little Gypsy Power Plant Natural gas fired power plant owned by Entergy",birdsfoot-delta,
128.9,RBD,"- Occidental Chemical Taft Occidental Chemical (OxyChem) produces chlorine, caustic soda (sodium hydroxide) and caustic...",birdsfoot-delta,
128.4,RBD,"- Air Products, Air Liquide, Praxair, Galata, Koch Nitrogen Air Products, Air Liquide, and Praxair are companies that...",birdsfoot-delta,
128.0,RBD,"- Dow St Charles Operations Union Carbide Corporation began operating a petrochemical plant near Taft, La",birdsfoot-delta,
126.9,LBD,"- Shell Norco Chemical Plant West Site and Momentive Specialty Chemicals The Shell Norco Chemical Plant West Site was...",birdsfoot-delta,
126.1,LBD,"- Diamond and Norco These two communities are sandwiched between a Shell chemical plant on the east and a sprawling...",birdsfoot-delta,
126.0,LBD,"- Bayou Trepagnier Bayou Trepagnier runs from the petrochemical complex next to Norco through the LaBranch wetlands and...",birdsfoot-delta,confluence
125.5,LBD,"- Shell, Motiva, Valero, Union Carbide, and Rain CII In 1916 the New Orleans Refining Company purchased 366 acres of...",birdsfoot-delta,
124.6,LBD,"- New Sarpy Just on the other side of the sprawling facility from Norco, New Sarpy is located adjacent to the Valero...",birdsfoot-delta,confluence|lock_dam
121.0,LBD,"- Old Pan American Southern Oil Refinery The Pan American Southern Refinery was built on Destrehan Plantation in the...",birdsfoot-delta,
120.5,LBD,"- ADM Growmark Destrehan Arthur Daniels Midland grain terminal with 7 loading spouts and a 5,500,000 bushel capacity",birdsfoot-delta,
120.0,LBD,"- Bunge Destrehan Bunge grain terminal with 8 loading spouts and a 3,900,000 bushel capacity",birdsfoot-delta,
120.0,RBD,"- Monsanto, OxyChem, and Air Products Monsanto produces the herbicides glyphosate and dicamba at it’s luling plant,...",birdsfoot-delta,
118.6,LBD,"- International Matex Tank Terminals (IMTT) and Shell IMTT St",birdsfoot-delta,
117.6,RBD,"- ADM Growmark Ama Arthur Daniels Midland grain terminal with 4 loading spouts and a 5,500,000 bushel capacity",birdsfoot-delta,
114.5,RBD,"- Fortier Manufacturing Complex Cornerstone Chemical Company’s Fortier Manufacturing Complex is located on 800 acres of...",birdsfoot-delta,
108.2,RBD,"- International Matex Tank Terminals (IMTT) Avondale IMTT Avondale is a 100 acre bulk liquid terminal with 82 tanks for...",birdsfoot-delta,
107.7,RBD,"- Avondale Ship Yard Avondale Shipyards was founded in 1938 as Avondale Marine Ways",birdsfoot-delta,
104.4,RBD,"- Nine Mile Point Power Plant Entergy Louisiana’s Ninemile Point plant has been powering New Orleans and southeast...",birdsfoot-delta,
103.1,RBD,"- Cargill Westwego A Cargill grain terminal with 4 loading spouts in lower berth section, 2 load spouts in upper berth...",birdsfoot-delta,
102.0,RBD,"- Kinder Morgan Seven Oaks Terminal Kinder Morgan Seven Oaks Terminal is situated on 173 acres and has 19 tanks for...",birdsfoot-delta,
101.9,RBD,"- National Gypsum Co",birdsfoot-delta,
101.4,RBD,"- Blackwater Midstream Westwego Blackwater Midstream’s (a wholly owned subsidiary of American Midstream) Westwego...",birdsfoot-delta,
100.0,LBD,"- New Orleans Container Terminal Modern container facility with six gantry cranes and 640,000 annual Twenty-Foot...",birdsfoot-delta,
90.8,LBD,"- Domino Sugar Refinery One of the oldest sugar refineries in the country, the Domino Sugar refinery began operating on...",birdsfoot-delta,harbor
90.7,LBD,"- Arabi Terminal aka Chalmette Slip This small harbor between Domino Sugar and Chalmette Battlefield is part of the...",birdsfoot-delta,harbor
89.6,LBD,"- Former Kaiser Aluminum Site In 1951 Kaser Aluminum built an aluminum smelting plant in Chalmette, La",birdsfoot-delta,
89.1,LBD,"- Rain CII Chalmette Calciner Commissioned in 1968 by Kaiser Aluminum; the plant was built to calcine (heat in rotary...",birdsfoot-delta,harbor
88.8,LBD,"- Chalmette Refining The Chalmette oil refinery was originally built in 1915 on the site of a former plantation",birdsfoot-delta,
87.5,LBD,"- East Chalmette The neighborhoods on the east side of the City of Chalmette abut the Valero Petroleum Refinery and the...",birdsfoot-delta,town
87.0,LBD,"- Valero Refining Meraux The Meraux refinery was originally constructed in the 1920’s",birdsfoot-delta,
83.3,LBD,"- Navy Ships This is the home for two U",birdsfoot-delta,
79.7,LBD,"- Stolthaven A bulk liquid terminal",birdsfoot-delta,
78.1,RBD,"- Fort St",birdsfoot-delta,
78.0,RBD,"Shingle Park Public Boat Ramp 43 RBD Happy Jack Boat Ramp (primitive) 25",birdsfoot-delta,access_point|confluence
76.6,LBD,"- AMAX Metals This was a metals recycling plant that converted spent petroleum catalysts into four commercial products:...",birdsfoot-delta,dike
72.3,RBD,"- Chevron Oronite Oak Point Oronite's first and largest manufacturing site, it was originally designed to produce...",birdsfoot-delta,dike
70.25,RBD,"- Oakville Oakville, a small African-American community founded by slaves newly freed from area plantations, lies on...",birdsfoot-delta,
63.0,RBD,"- Phillips 66 Alliance Refinery The Alliance oil refinery was built in 1971 and is owned by Phillips 66",birdsfoot-delta,dike
61.5,RBD,"- CHS, Inc",birdsfoot-delta,supply
57.0,RBD,"- International Marine Terminals (IMT) IMT is a coal export terminal owned by Kinder Morgan",birdsfoot-delta,supply
55.5,LBD,"- United Bulk Terminal United Bulk Terminal is a coal export terminal owned by Oiltanking",birdsfoot-delta,supply
51.6,LBD,"- Plaquemines Parish Lock-up A boondoggle to the tune of $100,000,000 of FEMA money",birdsfoot-delta,lock_dam
39.0,RBD,"- Freeport Sulphur Company The Freeport Sulphur Company established logistics, refining, storage and shipping...",birdsfoot-delta,
35.2,LBD,"- Bass Enterprises This oil field production facility stored crude oil from the oil field just behind it in tanks...",birdsfoot-delta,
29.1,RBD,"- Daybrook Fisheries Just over the levee in Empire is a menhaden processing plant",birdsfoot-delta,
26.7,LBD,"- Chevron Pipeline Company Empire Terminal This terminal is used to unload crude oil from barges and tankers before...",birdsfoot-delta,dike|harbor
20.9,RBD,"Fort Jackson Boat Ramp 10",birdsfoot-delta,access_point|confluence
20.1,LBD,"- Fort St",birdsfoot-delta,confluence
20.0,RBD,"Fort Jackson (1824 - 1920's) Completed in 1832, Fort Jackson was originally built similar to Fort Morgan in Mobile,...",birdsfoot-delta,camping
11.5,LBD,"Sandbars at Mouth of Baptiste Collette Bayou - North Side Several small sandbars form here at the north end of the...",birdsfoot-delta,camping|confluence|dike|harbor
11.5,LBD,"Baptiste Collette Bayou (9 miles to reach Gulf of Mexico",birdsfoot-delta,confluence
11.4,LBD,"Shell Beaches at Mouth of Baptiste Collette Bayou - South Side Paddlers will discover several outcroppings of shells...",birdsfoot-delta,camping|confluence
10.4,RBD,"Grand Pass U",birdsfoot-delta,harbor|supply
10.2,RBD,"Grand Pass Island The highest ground in the area, Grand Pass Island used to be a favorable place for paddlers to make...",birdsfoot-delta,camping|island|dike
10.2,,"RBD Grand Pass Island The highest ground in the area, Grand Pass Island used to b",birdsfoot-delta,camping|island
9.8,RBD,"WARNING: Iron Pilings in River Paddlers beware",birdsfoot-delta,access_point|hazard|island
8.0,LBD,"Lower Venice Anchorage Active anchorage with lots of activity for vessels conducting business in the Venice area",birdsfoot-delta,hazard|island
6.9,RBD,"Un-Named Pass 6",birdsfoot-delta,island|confluence
6.6,RBD,"Un-Named Pass 6",birdsfoot-delta,island|confluence
4.9,LBD,"Mary Bower’s Pass Mary Bower’s Pass leads to Mary Bower’s Pond, Clearwater Bayou, and the open waters of Breton Sound",birdsfoot-delta,access_point|island|confluence
